holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,ID
None,28.4,0.0,0.0,90,Mist,mist,2018-03-06 07:00:00,4848,85
None,42.5,0.0,0.0,40,Clouds,scattered clouds,2018-04-17 19:00:00,3481,86
None,49.2,0.0,0.0,40,Clouds,scattered clouds,2013-04-25 14:00:00,5738,87
None,9.3,0.0,0.0,1,Clear,sky is clear,2014-02-22 20:00:00,2686,88
None,28.4,0.0,0.0,40,Clouds,scattered clouds,2017-03-02 15:00:00,6207,89
None,35.7,0.0,0.0,90,Snow,light snow,2016-03-27 08:00:00,1670,90
None,14.0,0.0,0.0,90,Clouds,overcast clouds,2014-02-21 01:00:00,289,91
None,21.3,0.0,0.0,90,Mist,mist,2018-03-21 06:00:00,5538,92
None,34.8,0.0,0.0,90,Snow,light shower snow,2018-03-05 09:00:00,3780,93
None,28.8,0.0,0.0,1,Clear,sky is clear,2013-04-06 04:00:00,371,94
None,53.1,0.0,0.0,40,Mist,mist,2016-03-15 00:00:00,598,95
None,48.5,0.0,0.0,90,Clouds,overcast clouds,2017-04-17 04:00:00,779,96
None,32.6,0.0,0.0,90,Mist,mist,2013-02-11 18:00:00,4095,97
None,12.0,0.0,0.0,90,Snow,light snow,2016-02-08 23:00:00,1407,98
None,25.3,0.0,0.0,90,Mist,mist,2018-04-09 02:00:00,251,99
None,33.2,0.0,0.0,90,Snow,light snow,2017-04-11 02:00:00,304,100
None,13.3,0.0,0.0,1,Clear,sky is clear,2014-03-16 09:00:00,2693,101
None,26.7,0.0,0.0,90,Mist,mist,2018-04-09 00:00:00,427,102
None,34.4,0.0,0.0,1,Clear,sky is clear,2016-04-06 04:00:00,876,103
None,32.7,0.0,0.0,5,Clear,sky is clear,2018-03-15 20:00:00,3093,104
None,46.5,0.0,0.0,90,Mist,mist,2017-04-03 07:00:00,6539,105
None,29.8,0.0,0.0,1,Clear,sky is clear,2018-03-30 01:00:00,413,106
None,8.8,0.0,0.0,5,Clear,sky is clear,2018-04-04 07:00:00,4979,107
None,36.0,0.0,0.0,20,Clouds,few clouds,2018-03-24 21:00:00,3602,108
None,14.3,0.0,0.0,1,Clear,sky is clear,2013-03-14 06:00:00,4336,109
None,68.1,0.0,0.0,90,Rain,light rain,2017-04-24 17:00:00,6046,110
None,32.1,0.0,0.0,90,Fog,fog,2013-04-23 23:00:00,1179,111
None,32.3,0.0,0.0,90,Fog,fog,2013-04-19 18:00:00,4728,112
None,29.0,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 14:00:00,4794,113
None,31.5,0.0,0.0,90,Snow,heavy snow,2013-04-13 11:00:00,4668,114
None,60.5,0.0,0.0,90,Rain,light rain,2017-04-25 01:00:00,351,115
None,40.2,0.0,0.0,1,Clear,sky is clear,2017-03-20 05:00:00,2635,116
None,33.4,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 15:00:00,5605,117
None,33.5,0.0,0.0,90,Clouds,overcast clouds,2017-04-11 09:00:00,5220,118
None,37.6,0.0,0.0,90,Drizzle,drizzle,2013-04-18 19:00:00,2190,119
None,43.0,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 15:00:00,4787,120
None,44.0,0.0,0.0,90,Clouds,overcast clouds,2018-04-11 20:00:00,2804,121
None,26.7,0.0,0.0,90,Mist,mist,2018-02-23 07:00:00,5240,122
None,21.5,0.0,0.0,0,Clear,sky is clear,2014-04-15 05:00:00,2712,123
None,28.1,0.0,0.0,75,Clouds,broken clouds,2013-03-03 17:00:00,3882,124
None,33.4,0.0,0.0,90,Mist,mist,2016-03-23 16:00:00,5633,125
None,41.0,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 01:00:00,426,126
None,55.4,0.0,0.0,75,Clouds,broken clouds,2018-04-24 10:00:00,4540,127
None,52.1,0.0,0.0,1,Clear,sky is clear,2016-03-22 17:00:00,6328,128
None,33.4,0.0,0.0,90,Snow,light snow,2016-02-23 07:00:00,5453,129
None,33.0,0.0,0.0,1,Clear,sky is clear,2018-04-02 12:00:00,4947,130
None,12.5,0.0,0.0,90,Haze,haze,2018-02-03 08:00:00,2552,131
None,26.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-06 17:00:00,6232,132
None,37.5,0.0,0.0,1,Clear,sky is clear,2018-03-14 21:00:00,2507,133
None,33.0,0.0,0.0,90,Clouds,overcast clouds,2014-02-20 17:00:00,2657,134
None,20.6,0.0,0.0,75,Clouds,broken clouds,2017-02-04 08:00:00,2121,135
None,30.3,0.0,0.0,90,Snow,heavy snow,2013-04-15 06:00:00,5806,136
None,17.2,0.0,0.0,1,Clear,sky is clear,2016-02-16 23:00:00,965,137
None,35.6,0.0,0.0,5,Clear,sky is clear,2018-04-25 08:00:00,5850,138
None,55.4,0.0,0.0,75,Drizzle,light intensity drizzle,2017-04-12 16:00:00,6597,139
None,41.5,0.0,0.0,1,Clear,sky is clear,2013-04-28 05:00:00,493,140
None,26.2,0.0,0.0,1,Clear,sky is clear,2017-03-04 06:00:00,1056,141
None,56.2,0.0,0.0,90,Haze,haze,2016-04-24 17:00:00,5823,142
None,53.0,0.0,0.0,90,Clouds,overcast clouds,2017-04-05 16:00:00,6614,143
None,18.1,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 04:00:00,884,144
None,39.2,0.0,0.0,90,Clouds,overcast clouds,2017-03-23 14:00:00,5463,145
None,38.1,0.0,0.0,90,Rain,moderate rain,2017-03-23 19:00:00,3448,146
None,33.9,0.0,0.0,90,Rain,proximity shower rain,2018-03-26 20:00:00,2500,147
None,23.2,0.0,0.0,1,Clear,sky is clear,2017-03-22 00:00:00,636,148
None,56.7,0.0,0.0,90,Drizzle,drizzle,2017-04-15 00:00:00,1209,149
None,19.5,0.0,0.0,1,Haze,haze,2018-02-14 04:00:00,882,150
None,26.5,0.0,0.0,75,Snow,snow,2017-02-24 05:00:00,2391,151
None,29.4,0.0,0.0,1,Clear,sky is clear,2013-04-15 00:00:00,514,152
None,24.8,0.0,0.0,1,Clear,sky is clear,2018-03-18 03:00:00,417,153
None,26.2,0.0,0.0,5,Clear,sky is clear,2018-04-01 14:00:00,3996,154
None,53.8,0.0,0.0,90,Clouds,overcast clouds,2016-03-13 15:00:00,4370,155
None,10.6,0.0,0.0,1,Clear,sky is clear,2017-03-12 03:00:00,436,156
None,27.9,0.0,0.0,1,Clear,sky is clear,2016-02-21 00:00:00,1353,157
None,52.1,4.06,0.0,90,Mist,mist,2016-04-24 09:00:00,2907,158
None,31.1,0.0,0.0,90,Mist,mist,2013-04-20 01:00:00,728,159
None,25.7,0.0,0.0,20,Clouds,few clouds,2014-04-02 09:00:00,5221,160
None,0.8,0.0,0.0,1,Clear,sky is clear,2018-02-10 22:00:00,4180,161
None,24.9,0.0,0.0,90,Snow,light snow,2018-04-15 07:00:00,634,162
None,57.1,0.0,0.0,75,Clouds,broken clouds,2014-03-30 16:00:00,4341,163
None,36.8,0.0,0.0,1,Mist,mist,2017-02-11 23:00:00,1822,164
None,36.3,0.0,0.0,1,Clear,sky is clear,2017-03-20 01:00:00,360,165
None,34.2,0.0,0.0,90,Clouds,overcast clouds,2017-02-26 12:00:00,4475,166
None,41.4,0.0,0.0,1,Clear,sky is clear,2018-04-26 05:00:00,2953,167
None,36.0,0.0,0.0,75,Clouds,broken clouds,2014-02-18 12:00:00,4765,168
None,20.6,0.0,0.0,90,Mist,mist,2013-02-24 05:00:00,454,169
None,34.5,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 23:00:00,2239,170
None,40.4,0.0,0.0,75,Rain,light rain,2016-03-31 07:00:00,6284,171
None,57.0,0.0,0.0,90,Clouds,overcast clouds,2016-04-30 17:00:00,4648,172
None,43.4,0.0,0.0,75,Rain,light rain,2017-03-06 23:00:00,977,173
None,28.4,0.0,0.0,90,Clouds,overcast clouds,2013-03-12 02:00:00,258,174
None,35.7,0.0,0.0,75,Clouds,broken clouds,2014-03-21 10:00:00,4578,175
None,35.1,0.0,0.0,90,Clouds,overcast clouds,2018-03-21 20:00:00,2991,176
None,31.3,0.0,0.0,40,Clouds,scattered clouds,2013-03-04 13:00:00,4197,177
None,9.2,0.0,0.0,1,Clear,sky is clear,2018-02-09 14:00:00,5429,178
None,29.4,0.0,0.0,90,Rain,moderate rain,2018-03-31 06:00:00,1045,179
None,55.1,0.64,0.0,90,Thunderstorm,proximity thunderstorm,2016-04-24 06:00:00,1180,180
None,11.4,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 16:00:00,6671,181
None,16.7,0.0,0.0,90,Clouds,overcast clouds,2018-02-22 10:00:00,4827,182
None,50.7,0.0,0.0,90,Mist,mist,2017-04-03 17:00:00,6071,183
None,51.7,0.0,0.0,90,Mist,mist,2017-04-25 22:00:00,1688,184
None,49.0,0.0,0.0,90,Clouds,overcast clouds,2014-04-20 05:00:00,377,185
None,36.4,0.0,0.0,90,Mist,mist,2017-03-26 10:00:00,3584,186
None,52.0,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 02:00:00,550,187
None,35.2,0.0,0.0,90,Clouds,overcast clouds,2017-04-28 04:00:00,865,188
None,22.9,0.0,0.0,90,Haze,haze,2013-02-07 20:00:00,3019,189
None,40.7,0.0,0.0,40,Clouds,scattered clouds,2017-02-11 17:00:00,4984,190
None,26.8,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 03:00:00,306,191
None,27.8,0.0,0.0,90,Mist,mist,2013-04-13 06:00:00,1402,192
None,33.4,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 15:00:00,6165,193
None,28.3,0.0,0.0,90,Fog,fog,2018-04-14 09:00:00,1755,194
None,36.2,0.36,0.0,75,Rain,light rain,2014-03-28 14:00:00,5674,195
None,25.5,0.0,0.0,90,Mist,mist,2016-02-06 07:00:00,1606,196
None,29.6,0.0,0.0,90,Clouds,overcast clouds,2017-03-18 10:00:00,4262,197
None,20.8,0.0,0.0,5,Clear,sky is clear,2018-04-06 17:00:00,5735,198
None,35.0,0.0,0.0,90,Drizzle,light intensity drizzle,2013-03-10 22:00:00,2462,199
None,28.7,0.0,0.0,90,Mist,mist,2013-04-14 03:00:00,350,200
None,-10.6,0.0,0.0,88,Clouds,overcast clouds,2013-02-03 05:00:00,425,201
None,37.3,0.0,0.0,1,Mist,mist,2017-04-21 02:00:00,331,202
None,38.3,0.0,0.0,75,Clouds,broken clouds,2018-03-23 13:00:00,5369,203
None,51.4,0.0,0.0,90,Rain,heavy intensity rain,2017-04-18 09:00:00,5228,204
None,29.6,0.0,0.0,90,Snow,heavy snow,2013-04-20 07:00:00,2150,205
None,37.8,0.0,0.0,90,Drizzle,light intensity drizzle,2017-03-24 02:00:00,313,206
None,32.8,0.0,0.0,90,Mist,mist,2016-03-18 11:00:00,5219,207
None,37.6,0.0,0.0,40,Clouds,scattered clouds,2014-03-10 08:00:00,5359,208
None,45.0,0.0,0.0,1,Clear,sky is clear,2017-04-30 02:00:00,628,209
None,42.2,0.0,0.0,40,Clouds,scattered clouds,2018-02-27 18:00:00,4430,210
None,45.4,0.0,0.0,1,Rain,light rain,2017-04-04 04:00:00,955,211
None,39.3,0.0,0.0,90,Clouds,overcast clouds,2017-03-25 13:00:00,4947,212
None,31.2,0.0,0.0,90,Mist,mist,2013-02-11 21:00:00,2060,213
None,23.1,0.0,0.0,1,Clear,sky is clear,2018-03-18 06:00:00,761,214
None,31.2,0.0,0.0,90,Clouds,overcast clouds,2016-04-03 02:00:00,744,215
None,35.1,0.0,0.0,1,Mist,mist,2018-04-23 07:00:00,6574,216
None,9.9,0.0,0.0,20,Clouds,few clouds,2014-02-22 11:00:00,3144,217
None,31.0,0.0,0.0,90,Snow,heavy snow,2013-02-11 22:00:00,1407,218
None,35.0,0.0,0.0,75,Clouds,broken clouds,2013-04-18 04:00:00,764,219
None,1.3,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 23:00:00,1055,220
None,33.7,0.0,0.0,90,Mist,mist,2018-03-27 10:00:00,4388,221
None,46.8,0.0,0.0,90,Clouds,overcast clouds,2013-04-25 17:00:00,6598,222
None,52.3,0.51,0.0,40,Rain,light rain,2016-04-25 04:00:00,830,223
None,33.2,0.0,0.0,90,Clouds,overcast clouds,2013-03-11 15:00:00,5589,224
None,56.1,0.0,0.0,92,Rain,moderate rain,2017-02-20 16:00:00,5107,225
None,44.9,0.0,0.0,90,Rain,light rain,2017-04-19 22:00:00,1693,226
None,17.7,0.0,0.0,40,Snow,light snow,2016-02-03 09:00:00,3853,227
None,7.3,0.0,0.0,1,Fog,fog,2018-02-24 02:00:00,490,228
None,29.9,0.0,0.0,90,Snow,light snow,2018-04-16 12:00:00,4149,229
None,40.9,0.0,0.0,90,Mist,mist,2016-04-26 07:00:00,7149,230
None,64.7,0.0,0.0,5,Clear,sky is clear,2017-04-22 20:00:00,3389,231
None,35.3,0.0,0.0,1,Clear,sky is clear,2013-04-03 16:00:00,6545,232
None,34.6,0.0,0.0,1,Clear,sky is clear,2018-02-14 23:00:00,1122,233
None,32.6,0.0,0.0,90,Mist,mist,2013-02-11 19:00:00,2782,234
None,56.9,0.0,0.0,1,Clear,sky is clear,2013-04-29 09:00:00,5104,235
None,25.6,0.0,0.0,90,Snow,light snow,2018-04-15 09:00:00,984,236
None,32.4,0.0,0.0,90,Snow,heavy snow,2013-04-15 16:00:00,6683,237
None,56.4,0.0,0.0,40,Rain,light rain,2018-04-30 04:00:00,891,238
None,36.9,0.0,0.0,1,Clear,sky is clear,2018-02-26 13:00:00,4602,239
None,30.4,0.0,0.0,1,Clear,sky is clear,2013-03-28 10:00:00,4473,240
None,33.2,0.0,0.0,90,Rain,light rain,2013-04-12 19:00:00,3716,241
None,55.4,0.0,0.0,1,Clear,sky is clear,2017-03-05 13:00:00,4566,242
None,35.7,0.0,0.0,40,Clouds,scattered clouds,2014-04-14 14:00:00,5044,243
None,-9.0,0.0,0.0,1,Clear,sky is clear,2016-02-13 06:00:00,1247,244
None,41.0,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 23:00:00,1451,245
None,44.5,0.0,0.0,90,Drizzle,light intensity drizzle,2017-03-29 21:00:00,2420,246
None,50.8,0.0,0.0,90,Clouds,overcast clouds,2016-03-13 10:00:00,3301,247
None,40.5,0.76,0.0,90,Rain,moderate rain,2016-04-28 04:00:00,877,248
None,40.4,0.0,0.0,1,Clear,sky is clear,2018-03-19 15:00:00,5694,249
None,39.3,0.0,0.0,90,Fog,fog,2013-04-09 08:00:00,5954,250
None,41.3,0.0,0.0,1,Clear,sky is clear,2018-02-18 15:00:00,4343,251
None,19.9,0.0,0.0,90,Mist,mist,2018-02-20 00:00:00,434,252
None,33.0,0.0,0.0,75,Clouds,broken clouds,2017-02-04 15:00:00,4548,253
None,37.3,0.0,0.0,1,Haze,haze,2018-04-21 09:00:00,4153,254
None,25.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-10 01:00:00,721,255
None,9.1,0.0,0.0,75,Snow,light snow,2018-02-04 00:00:00,1536,256
None,22.1,0.0,0.0,90,Snow,light snow,2018-02-19 16:00:00,3682,257
None,33.3,0.0,0.0,1,Clear,sky is clear,2016-04-11 21:00:00,2214,258
None,7.6,0.0,0.0,90,Clouds,overcast clouds,2014-02-21 06:00:00,2947,259
None,36.6,0.0,0.0,1,Clear,sky is clear,2018-03-15 16:00:00,6586,260
None,29.8,0.0,0.0,1,Clear,sky is clear,2017-02-12 07:00:00,1084,261
None,39.5,0.0,0.0,90,Rain,moderate rain,2017-03-24 12:00:00,5614,262
None,34.7,0.0,0.0,90,Rain,light rain,2013-03-10 23:00:00,1070,263
None,46.6,0.0,0.0,20,Clouds,few clouds,2014-04-10 08:00:00,6298,264
None,6.8,0.0,0.0,1,Clear,sky is clear,2013-03-03 05:00:00,449,265
None,9.6,0.0,0.0,1,Clear,sky is clear,2014-02-23 21:00:00,1811,266
None,60.7,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2017-03-06 18:00:00,4261,267
None,19.6,0.0,0.0,20,Clouds,few clouds,2014-04-02 07:00:00,6505,268
None,33.3,0.0,0.0,90,Snow,heavy snow,2013-04-19 03:00:00,313,269
None,32.6,0.0,0.0,90,Snow,heavy snow,2013-02-11 19:00:00,2782,270
None,23.8,0.0,0.0,90,Snow,snow,2013-03-06 07:00:00,6157,271
None,12.2,0.0,0.0,90,Clouds,overcast clouds,2014-03-04 10:00:00,4239,272
None,42.2,0.0,0.0,20,Clouds,few clouds,2014-03-30 09:00:00,2727,273
None,39.5,0.0,0.0,1,Clear,sky is clear,2018-03-24 18:00:00,4511,274
None,31.5,0.0,0.0,20,Clouds,few clouds,2018-03-12 00:00:00,528,275
None,32.6,0.0,0.0,1,Clear,sky is clear,2016-04-08 03:00:00,402,276
None,32.9,0.0,0.0,90,Snow,light snow,2017-04-27 06:00:00,5610,277
None,38.8,0.0,0.0,1,Clear,sky is clear,2018-02-27 13:00:00,4912,278
None,34.1,0.0,0.0,90,Clouds,overcast clouds,2016-04-08 02:00:00,365,279
None,33.5,0.0,0.0,90,Mist,mist,2013-02-14 19:00:00,3330,280
None,46.3,0.0,0.0,75,Clouds,broken clouds,2014-04-05 19:00:00,3247,281
None,28.9,0.0,0.0,90,Snow,light snow,2018-04-03 03:00:00,329,282
None,41.3,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 12:00:00,4388,283
None,53.4,0.0,0.0,90,Clouds,overcast clouds,2017-04-02 18:00:00,3654,284
None,26.4,0.0,0.0,1,Clear,sky is clear,2014-02-19 01:00:00,340,285
None,24.3,0.0,0.0,90,Fog,fog,2013-03-05 07:00:00,3865,286
None,42.9,0.0,0.0,1,Clear,sky is clear,2018-04-27 01:00:00,422,287
None,22.3,0.0,0.0,1,Clear,sky is clear,2018-03-14 08:00:00,5854,288
None,37.0,0.0,0.0,1,Clear,sky is clear,2017-04-28 09:00:00,5316,289
None,16.7,0.0,0.0,90,Haze,haze,2017-03-13 04:00:00,800,290
None,59.6,0.0,0.0,40,Clouds,scattered clouds,2017-03-28 14:00:00,5296,291
None,28.6,0.0,0.0,90,Mist,mist,2018-03-05 20:00:00,844,292
None,-4.7,0.0,0.0,1,Clear,sky is clear,2014-02-27 01:00:00,294,293
None,43.0,0.96,0.0,90,Rain,light rain,2014-04-28 15:00:00,5562,294
None,48.7,0.0,0.0,90,Clouds,overcast clouds,2016-04-25 19:00:00,3233,295
None,4.5,0.0,0.0,1,Clear,sky is clear,2013-02-05 09:00:00,5376,296
None,35.1,0.0,0.0,90,Fog,fog,2016-04-29 06:00:00,5813,297
None,37.9,0.0,0.0,90,Rain,light rain,2017-03-23 23:00:00,1354,298
None,35.3,0.0,0.0,90,Clouds,overcast clouds,2018-04-16 18:00:00,4061,299
None,27.9,0.0,0.0,1,Clear,sky is clear,2018-03-06 19:00:00,3188,300
None,51.2,0.0,0.0,5,Clear,sky is clear,2018-04-28 21:00:00,3076,301
None,38.6,0.0,0.0,1,Clear,sky is clear,2017-04-29 04:00:00,374,302
None,-6.8,0.0,0.0,1,Clear,sky is clear,2016-02-13 04:00:00,408,303
None,39.3,0.0,0.0,90,Clouds,overcast clouds,2018-03-04 15:00:00,4226,304
None,37.9,0.0,0.0,90,Mist,mist,2016-03-09 20:00:00,2653,305
None,57.5,0.0,0.0,1,Clear,sky is clear,2016-04-13 11:00:00,4515,306
None,1.5,0.0,0.0,90,Fog,fog,2018-02-24 07:00:00,1836,307
None,32.8,0.0,0.0,75,Clouds,broken clouds,2018-04-21 07:00:00,2307,308
None,27.3,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 11:00:00,4703,309
None,53.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-30 19:00:00,3018,310
None,50.6,0.0,0.0,90,Rain,proximity shower rain,2017-04-18 07:00:00,6571,311
None,15.3,0.0,0.0,1,Clear,sky is clear,2013-03-21 21:00:00,3066,312
None,22.3,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 23:00:00,1050,313
None,14.2,0.0,0.0,20,Clouds,few clouds,2014-02-22 14:00:00,3651,314
None,54.0,0.0,0.0,5,Clear,sky is clear,2018-04-26 21:00:00,3058,315
None,64.7,0.0,0.0,40,Clouds,scattered clouds,2016-04-14 11:00:00,5267,316
None,41.0,0.91,0.0,40,Rain,light rain,2014-04-17 17:00:00,6347,317
