rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,ID,year,month,day,hour,dayofweek,weekofyear,dayofyear,is_weekend,is_holiday,is_peak_am,is_peak_pm,is_commute_hour,temp_c,precip_total,rain_flag,snow_flag,any_precip,precip_intensity_bin,is_washingtons_birthday,is_shoulder_hour,is_transition_month,extreme_temp_flag,is_night,is_precommute_hour,is_midday_block,is_evening_block,is_summer_month,is_winter_month,is_holiday_season,is_month_start,is_month_end,weekofyear_quarter,peak_am_rain,peak_pm_snow,hour_weekend,weekend_precip,holiday_commute,commute_precip,rain_commute,snow_commute,winter_precip,holiday_precip,is_monthly_turn,low_visibility,very_low_visibility,night_low_visibility,commute_low_visibility,rain_heavy_flag,snow_heavy_flag,rain_snow_mix,hour_centered,hour_centered_sq,hour_centered_cu,temp_c_centered,temp_c_centered_sq,temp_c_centered_cu,precip_total_centered,precip_total_centered_sq,precip_total_centered_cu,clouds_all_centered,clouds_all_centered_sq,clouds_all_centered_cu,dayofweek_centered,dayofweek_centered_sq,dayofweek_centered_cu
0.0,0.0,85,other,other,,5011,2013,2,1,14,4,5,32,0,0,0,0,0,-19.833333333333332,0.0,0,0,0,none,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5781195990321457,6.646700666913672,17.135989258270172,-19.592536582555592,383.86748973877917,-7520.937835560814,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,30.78301071552022,947.5937487118326,29169.78852055632,0.9945558244037334,0.9891412878553897,0.9837562289947877
0.0,0.0,83,other,broken_clouds,,5012,2013,2,1,15,4,5,32,0,0,0,1,1,-21.38888888888889,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5781195990321457,12.802939864977963,45.810450056107626,-21.14809213811115,447.2418010820386,-9458.310817297732,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,28.78301071552022,828.4617058497518,23845.622156871566,0.9945558244037334,0.9891412878553897,0.9837562289947877
0.0,0.0,70,other,broken_clouds,,5013,2013,2,1,19,4,5,32,0,0,0,0,0,-22.88888888888889,0.0,0,0,0,none,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.578119599032146,57.42789665723513,435.1954691893862,-22.64809213811115,512.936077496372,-11617.023544099155,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,15.78301071552022,249.1034272462261,3931.602061499998,0.9945558244037334,0.9891412878553897,0.9837562289947877
0.0,0.0,59,other,broken_clouds,,5014,2013,2,1,22,4,5,32,0,0,0,0,0,-23.444444444444443,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.578119599032146,111.896614251428,1183.6557682783703,-23.203647693666703,538.4092662918041,-12493.058930040603,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,4.78301071552022,22.877191504781248,109.42185210837685,0.9945558244037334,0.9891412878553897,0.9837562289947877
0.0,0.0,84,other,broken_clouds,,5015,2013,2,1,23,4,5,32,0,0,0,0,0,-21.944444444444443,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.578119599032146,134.0528534494923,1552.0799698297508,-21.703647693666703,471.04832321080397,-10223.466853659733,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,29.78301071552022,887.0277272807922,26418.356306567384,0.9945558244037334,0.9891412878553897,0.9837562289947877
0.0,0.0,11,other,other,,5016,2013,2,2,5,5,5,33,1,0,0,0,0,-28.333333333333332,0.0,0,0,0,none,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.421880400967854,41.24054788433505,-264.84186618358757,-28.092536582555592,789.1906116422242,-22170.366128168607,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-43.21698928447978,1867.70816281484,-80716.72365890436,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,0,clear,sky_is_clear,,5017,2013,2,2,6,5,5,33,1,0,1,0,1,-27.444444444444443,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.421880400967854,29.39678708239934,-159.38586373348596,-27.203647693666703,740.0384478411377,-20131.745214838254,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-54.21698928447978,2939.481927073395,-159369.86014206024,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,0,clear,sky_is_clear,,5018,2013,2,2,7,5,5,33,1,0,1,0,1,-27.444444444444443,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.421880400967854,19.55302628046363,-86.46114368919152,-27.203647693666703,740.0384478411377,-20131.745214838254,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-54.21698928447978,2939.481927073395,-159369.86014206024,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,0,clear,sky_is_clear,,5019,2013,2,2,8,5,5,33,1,0,1,0,1,-27.444444444444443,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4218804009678543,11.709265478527923,-40.06770605070418,-27.203647693666703,740.0384478411377,-20131.745214838254,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-54.21698928447978,2939.481927073395,-159369.86014206024,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,3,clear,sky_is_clear,,5020,2013,2,2,9,5,5,33,1,0,1,0,1,-22.72222222222222,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4218804009678543,5.865504676592215,-14.205550818023978,-22.48142547144448,505.41449122811275,-11362.438216732848,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-51.21698928447978,2623.179991366517,-134351.38150908065,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,56,other,broken_clouds,,5021,2013,2,2,14,5,5,33,1,0,0,0,0,-18.666666666666668,0.0,0,0,0,none,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5781195990321457,6.646700666913672,17.135989258270172,-18.425869915888928,339.51268215726066,-6255.8165162242285,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,1.78301071552022,3.1791272116599267,5.668417884391568,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,77,other,broken_clouds,,5022,2013,2,2,15,5,5,33,1,0,0,1,1,-17.166666666666668,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5781195990321457,12.802939864977963,45.810450056107626,-16.925869915888928,286.48507240959384,-4849.009068448806,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,22.78301071552022,519.0655772635091,11825.876608852217,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,77,other,broken_clouds,,5023,2013,2,2,16,5,5,33,1,0,0,1,1,-17.166666666666668,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.578119599032146,20.959179063042253,95.95362844813795,-16.925869915888928,286.48507240959384,-4849.009068448806,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,22.78301071552022,519.0655772635091,11825.876608852217,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,85,other,other,,5024,2013,2,2,18,5,5,33,1,0,0,1,1,-16.5,0.0,0,0,0,none,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.578119599032146,43.27165745917084,284.64613801477725,-16.25920324922226,264.3616902995197,-4298.31045388784,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,30.78301071552022,947.5937487118326,29169.78852055632,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,85,other,other,,5025,2013,2,2,19,5,5,33,1,0,0,0,0,-16.5,0.0,0,0,0,none,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.578119599032146,57.42789665723513,435.1954691893862,-16.25920324922226,264.3616902995197,-4298.31045388784,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,30.78301071552022,947.5937487118326,29169.78852055632,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,85,other,other,,5026,2013,2,2,20,5,5,33,1,0,0,0,0,-16.5,0.0,0,0,0,none,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.578119599032146,73.58413585529942,631.213517958188,-16.25920324922226,264.3616902995197,-4298.31045388784,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,30.78301071552022,947.5937487118326,29169.78852055632,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,93,other,other,,5027,2013,2,2,21,5,5,33,1,0,0,0,0,-16.72222222222222,0.0,0,0,0,none,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.578119599032146,91.7403750533637,878.7002843211827,-16.48142547144448,271.637385570779,-4476.971325542821,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,38.78301071552022,1504.1219201601562,58334.37654702018,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,93,other,other,,5028,2013,2,2,22,5,5,33,1,0,0,0,0,-16.72222222222222,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.578119599032146,111.896614251428,1183.6557682783703,-16.48142547144448,271.637385570779,-4476.971325542821,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,38.78301071552022,1504.1219201601562,58334.37654702018,1.9945558244037334,3.9782529366628565,7.934847565772157
0.0,0.0,98,other,other,,5029,2013,2,3,0,6,5,34,1,0,0,0,0,-18.72222222222222,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-11.421880400967854,130.4593518940136,-1490.0911145212024,-18.48142547144448,341.5630874565569,-6312.572744624829,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,43.78301071552022,1916.9520273153585,83929.93115308655,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,98,other,other,,5030,2013,2,3,1,6,5,34,1,0,0,0,0,-18.72222222222222,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-10.421880400967854,108.61559109207788,-1131.9787000420652,-18.48142547144448,341.5630874565569,-6312.572744624829,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,43.78301071552022,1916.9520273153585,83929.93115308655,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,88,other,other,,5031,2013,2,3,3,6,5,34,1,0,0,0,0,-23.666666666666668,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-8.421880400967854,70.92806948820646,-597.3477183012121,-23.425869915888928,548.7713813161499,-12855.446992274809,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,33.78301071552022,1141.291813004954,38556.27354828186,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,88,other,other,,5032,2013,2,3,4,6,5,34,1,0,0,0,0,-23.666666666666668,0.0,0,0,0,none,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7.421880400967854,55.08430868627076,-408.82915103949625,-23.425869915888928,548.7713813161499,-12855.446992274809,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,33.78301071552022,1141.291813004954,38556.27354828186,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,67,other,broken_clouds,,5033,2013,2,3,7,6,5,34,1,0,1,0,1,-22.833333333333332,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.421880400967854,19.55302628046363,-86.46114368919152,-22.592536582555592,510.4227092341127,-11531.743730938828,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,12.78301071552022,163.40536295310477,2088.812505603009,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,59,other,broken_clouds,,5034,2013,2,3,10,6,5,34,1,0,0,0,0,-18.5,0.0,0,0,0,none,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.4218804009678543,2.021743874656506,-2.874677991150896,-18.25920324922226,333.39850329640876,-6087.5910346756245,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,4.78301071552022,22.877191504781248,109.42185210837685,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,91,other,other,,5035,2013,2,3,12,6,5,34,1,0,0,0,0,-15.833333333333334,0.0,0,0,0,none,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5781195990321457,0.3342222707850889,0.19322044517388884,-15.592536582555594,243.1271970783345,-3790.969714658134,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,36.78301071552022,1352.9898772980753,49767.04115464549,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,91,other,other,,5036,2013,2,3,14,6,5,34,1,0,0,0,0,-14.555555555555555,0.0,0,0,0,none,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5781195990321457,6.646700666913672,17.135989258270172,-14.314758804777815,204.912319638964,-2933.2704317593057,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,36.78301071552022,1352.9898772980753,49767.04115464549,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,93,other,other,,5037,2013,2,3,15,6,5,34,1,0,0,1,1,-16.166666666666668,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5781195990321457,12.802939864977963,45.810450056107626,-15.925869915888928,253.63333257781602,-4039.331460967691,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,38.78301071552022,1504.1219201601562,58334.37654702018,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,93,other,other,,5038,2013,2,3,17,6,5,34,1,0,0,1,1,-16.166666666666668,0.0,0,0,0,none,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.578119599032146,31.115418261106544,173.56552443436115,-15.925869915888928,253.63333257781602,-4039.331460967691,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,38.78301071552022,1504.1219201601562,58334.37654702018,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,98,other,other,,5039,2013,2,3,20,6,5,34,1,0,0,0,0,-14.222222222222221,0.0,0,0,0,none,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.578119599032146,73.58413585529942,631.213517958188,-13.981425471444481,195.48025821355654,-2733.0926613515635,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,43.78301071552022,1916.9520273153585,83929.93115308655,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,97,other,other,,5040,2013,2,3,21,6,5,34,1,0,0,0,0,-14.777777777777779,0.0,0,0,0,none,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.578119599032146,91.7403750533637,878.7002843211827,-14.536981027000039,211.3238173793591,-3072.0103237969643,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,42.78301071552022,1830.386005884318,78309.42410328703,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,97,other,other,,5041,2013,2,3,22,6,5,34,1,0,0,0,0,-14.777777777777779,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.578119599032146,111.896614251428,1183.6557682783703,-14.536981027000039,211.3238173793591,-3072.0103237969643,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,42.78301071552022,1830.386005884318,78309.42410328703,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,97,other,other,,5042,2013,2,3,23,6,5,34,1,0,0,0,0,-14.777777777777779,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.578119599032146,134.0528534494923,1552.0799698297508,-14.536981027000039,211.3238173793591,-3072.0103237969643,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,42.78301071552022,1830.386005884318,78309.42410328703,2.9945558244037334,8.967364585470323,26.853273848971927
0.0,0.0,58,other,broken_clouds,,5043,2013,2,4,2,0,6,35,0,0,0,0,0,-17.61111111111111,0.0,0,0,0,none,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.421880400967854,88.77183029014218,-836.3975679687351,-17.37031436033337,301.72782097680374,-5241.10710162547,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,3.78301071552022,14.311170073740806,54.13930974059377,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,4,clear,sky_is_clear,,5044,2013,2,4,7,0,6,35,0,0,1,0,1,-19.0,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.421880400967854,19.55302628046363,-86.46114368919152,-18.75920324922226,351.907706545631,-6601.508192057155,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-50.21698928447978,2521.746012797557,-126634.49250283453,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,5,clear,sky_is_clear,,5045,2013,2,4,9,0,6,35,0,0,1,0,1,-14.833333333333334,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4218804009678543,5.865504676592215,-14.205550818023978,-14.592536582555594,212.9421239132233,-3107.3657331707973,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-49.21698928447978,2422.3120342285974,-119218.9054322953,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,5,clear,sky_is_clear,,5046,2013,2,4,10,0,6,35,0,0,0,0,0,-14.833333333333334,0.0,0,0,0,none,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4218804009678543,2.021743874656506,-2.874677991150896,-14.592536582555594,212.9421239132233,-3107.3657331707973,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,-49.21698928447978,2422.3120342285974,-119218.9054322953,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,83,other,broken_clouds,,5047,2013,2,4,14,0,6,35,0,0,0,0,0,-11.222222222222221,0.0,0,0,0,none,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5781195990321457,6.646700666913672,17.135989258270172,-10.981425471444481,120.59170538488965,-1324.268825158556,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,28.78301071552022,828.4617058497518,23845.622156871566,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,90,other,other,,5048,2013,2,4,15,0,6,35,0,0,0,1,1,-11.944444444444445,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5781195990321457,12.802939864977963,45.810450056107626,-11.703647693666705,136.97536933746997,-1603.1114654356256,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,35.78301071552022,1280.423855867035,45817.42055489783,-3.0054441755962666,9.032694692625522,-27.14725965389069
0.0,0.0,90,other,other,,5049,2013,2,4,16,0,6,35,0,0,0,1,1,-11.944444444444445,0.0,0,0,0,none,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.578119599032146,20.959179063042253,95.95362844813795,-11.703647693666705,136.97536933746997,-1603.1114654356256,-0.035616142412720354,0.0012685096003631777,-4.517941857843792e-05,35.78301071552022,1280.423855867035,45817.42055489783,-3.0054441755962666,9.032694692625522,-27.14725965389069
