holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,ID
None,11.8,0.0,0.0,83,Clouds,broken clouds,2013-02-04 14:00:00,,5047
None,10.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 15:00:00,,5048
None,10.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 16:00:00,,5049
None,10.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 17:00:00,,5050
None,9.7,0.0,0.0,99,Clouds,overcast clouds,2013-02-04 18:00:00,,5051
None,9.7,0.0,0.0,99,Clouds,overcast clouds,2013-02-04 19:00:00,,5052
None,8.2,0.0,0.0,97,Clouds,overcast clouds,2013-02-04 22:00:00,,5053
None,8.2,0.0,0.0,97,Clouds,overcast clouds,2013-02-04 23:00:00,,5054
None,5.0,0.0,0.0,99,Clouds,overcast clouds,2013-02-05 01:00:00,,5055
None,7.0,0.0,0.0,100,Clouds,overcast clouds,2013-02-05 02:00:00,,5056
None,0.7,0.0,0.0,77,Clouds,broken clouds,2013-02-05 03:00:00,,5057
None,0.7,0.0,0.0,77,Clouds,broken clouds,2013-02-05 05:00:00,,5058
None,-0.0,0.0,0.0,1,Clear,sky is clear,2013-02-05 06:00:00,,5059
None,-2.2,0.0,0.0,2,Clear,sky is clear,2013-02-05 08:00:00,,5060
None,8.4,0.0,0.0,40,Clouds,scattered clouds,2013-02-05 12:00:00,,5061
None,10.6,0.0,0.0,44,Clouds,scattered clouds,2013-02-05 14:00:00,,5062
None,7.8,0.0,0.0,56,Clouds,broken clouds,2013-02-05 16:00:00,,5063
None,11.4,0.0,0.0,81,Clouds,broken clouds,2013-02-05 18:00:00,,5064
None,11.4,0.0,0.0,81,Clouds,broken clouds,2013-02-05 19:00:00,,5065
None,11.4,0.0,0.0,81,Clouds,broken clouds,2013-02-05 20:00:00,,5066
None,13.7,0.0,0.0,89,Clouds,overcast clouds,2013-02-05 22:00:00,,5067
None,14.1,0.0,0.0,100,Clouds,overcast clouds,2013-02-06 00:00:00,,5068
None,20.0,0.0,0.0,98,Clouds,overcast clouds,2013-02-06 01:00:00,,5069
None,21.1,0.0,0.0,90,Clouds,overcast clouds,2013-02-06 02:00:00,,5070
None,21.1,0.0,0.0,75,Clouds,broken clouds,2013-02-06 03:00:00,,5071
None,22.7,0.0,0.0,75,Snow,heavy snow,2013-02-06 04:00:00,,5072
None,22.8,0.0,0.0,90,Mist,mist,2013-02-06 05:00:00,,5073
None,27.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-06 10:00:00,,5074
None,27.3,0.0,0.0,75,Clouds,broken clouds,2013-02-06 13:00:00,,5075
None,25.1,0.0,0.0,20,Clouds,few clouds,2013-02-06 16:00:00,,5076
None,22.2,0.0,0.0,1,Clear,sky is clear,2013-02-06 17:00:00,,5077
None,19.4,0.0,0.0,1,Clear,sky is clear,2013-02-06 19:00:00,,5078
None,4.6,0.0,0.0,32,Clouds,scattered clouds,2013-02-07 04:00:00,,5079
None,13.8,0.0,0.0,87,Clouds,overcast clouds,2013-02-07 07:00:00,,5080
None,13.8,0.0,0.0,87,Clouds,overcast clouds,2013-02-07 08:00:00,,5081
None,19.9,0.0,0.0,93,Clouds,overcast clouds,2013-02-07 10:00:00,,5082
None,19.9,0.0,0.0,93,Clouds,overcast clouds,2013-02-07 11:00:00,,5083
None,23.4,0.0,0.0,90,Haze,haze,2013-02-07 14:00:00,,5084
None,23.0,0.0,0.0,90,Haze,haze,2013-02-07 17:00:00,,5085
None,22.8,0.0,0.0,90,Clouds,overcast clouds,2013-02-07 18:00:00,,5086
None,23.0,0.0,0.0,1,Clear,sky is clear,2013-02-07 19:00:00,,5087
None,23.9,0.0,0.0,90,Haze,haze,2013-02-07 23:00:00,,5088
None,23.7,0.0,0.0,90,Haze,haze,2013-02-08 01:00:00,,5089
None,24.4,0.0,0.0,90,Mist,mist,2013-02-08 02:00:00,,5090
None,24.4,0.0,0.0,90,Haze,haze,2013-02-08 02:00:00,,5091
None,24.5,0.0,0.0,90,Mist,mist,2013-02-08 03:00:00,,5092
None,24.5,0.0,0.0,90,Haze,haze,2013-02-08 03:00:00,,5093
None,24.3,0.0,0.0,90,Mist,mist,2013-02-08 04:00:00,,5094
None,24.3,0.0,0.0,90,Haze,haze,2013-02-08 04:00:00,,5095
None,24.0,0.0,0.0,90,Mist,mist,2013-02-08 05:00:00,,5096
None,24.0,0.0,0.0,90,Haze,haze,2013-02-08 05:00:00,,5097
None,23.9,0.0,0.0,90,Mist,mist,2013-02-08 08:00:00,,5098
None,24.2,0.0,0.0,90,Mist,mist,2013-02-08 09:00:00,,5099
None,24.0,0.0,0.0,90,Mist,mist,2013-02-08 10:00:00,,5100
None,25.1,0.0,0.0,90,Haze,haze,2013-02-08 11:00:00,,5101
None,25.8,0.0,0.0,90,Haze,haze,2013-02-08 13:00:00,,5102
None,26.0,0.0,0.0,90,Mist,mist,2013-02-08 14:00:00,,5103
None,26.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 15:00:00,,5104
None,26.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 17:00:00,,5105
None,26.7,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 18:00:00,,5106
None,26.4,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 19:00:00,,5107
None,25.4,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 21:00:00,,5108
None,24.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 23:00:00,,5109
None,24.4,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 01:00:00,,5110
None,23.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 04:00:00,,5111
None,21.7,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 05:00:00,,5112
None,20.5,0.0,0.0,20,Clouds,few clouds,2013-02-09 07:00:00,,5113
None,21.5,0.0,0.0,90,Haze,haze,2013-02-09 08:00:00,,5114
None,22.4,0.0,0.0,20,Clouds,few clouds,2013-02-09 10:00:00,,5115
None,23.4,0.0,0.0,5,Clear,sky is clear,2013-02-09 11:00:00,,5116
None,25.0,0.0,0.0,1,Clear,sky is clear,2013-02-09 13:00:00,,5117
None,24.8,0.0,0.0,1,Clear,sky is clear,2013-02-09 16:00:00,,5118
None,22.1,0.0,0.0,40,Clouds,scattered clouds,2013-02-09 18:00:00,,5119
None,22.8,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 22:00:00,,5120
None,24.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 23:00:00,,5121
None,25.0,0.0,0.0,90,Clouds,overcast clouds,2013-02-10 00:00:00,,5122
None,24.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-10 02:00:00,,5123
None,25.7,0.0,0.0,90,Clouds,overcast clouds,2013-02-10 03:00:00,,5124
None,25.7,0.0,0.0,90,Clouds,overcast clouds,2013-02-10 04:00:00,,5125
None,26.2,0.0,0.0,90,Haze,haze,2013-02-10 07:00:00,,5126
None,26.7,0.0,0.0,90,Haze,haze,2013-02-10 08:00:00,,5127
None,26.7,0.0,0.0,90,Mist,mist,2013-02-10 08:00:00,,5128
None,27.0,0.0,0.0,90,Haze,haze,2013-02-10 09:00:00,,5129
None,27.6,0.0,0.0,90,Haze,haze,2013-02-10 10:00:00,,5130
None,28.4,0.0,0.0,90,Haze,haze,2013-02-10 11:00:00,,5131
None,30.5,0.0,0.0,90,Mist,mist,2013-02-10 14:00:00,,5132
None,30.5,0.0,0.0,90,Haze,haze,2013-02-10 14:00:00,,5133
None,31.0,0.0,0.0,90,Haze,haze,2013-02-10 16:00:00,,5134
None,30.8,0.0,0.0,90,Mist,mist,2013-02-10 17:00:00,,5135
None,29.6,0.0,0.0,90,Mist,mist,2013-02-10 20:00:00,,5136
None,29.2,0.0,0.0,90,Mist,mist,2013-02-10 22:00:00,,5137
None,28.2,0.0,0.0,90,Mist,mist,2013-02-11 01:00:00,,5138
None,28.1,0.0,0.0,90,Snow,heavy snow,2013-02-11 04:00:00,,5139
None,28.1,0.0,0.0,90,Mist,mist,2013-02-11 04:00:00,,5140
None,28.1,0.0,0.0,90,Haze,haze,2013-02-11 04:00:00,,5141
None,27.9,0.0,0.0,90,Snow,heavy snow,2013-02-11 05:00:00,,5142
None,27.8,0.0,0.0,90,Mist,mist,2013-02-11 07:00:00,,5143
None,27.8,0.0,0.0,90,Mist,mist,2013-02-11 08:00:00,,5144
None,27.8,0.0,0.0,90,Snow,heavy snow,2013-02-11 08:00:00,,5145
None,29.2,0.0,0.0,90,Mist,mist,2013-02-11 10:00:00,,5146
None,29.2,0.0,0.0,90,Snow,heavy snow,2013-02-11 10:00:00,,5147
None,29.2,0.0,0.0,90,Rain,freezing rain,2013-02-11 10:00:00,,5148
None,29.9,0.0,0.0,90,Mist,mist,2013-02-11 11:00:00,,5149
None,29.9,0.0,0.0,90,Snow,heavy snow,2013-02-11 11:00:00,,5150
None,29.9,0.0,0.0,90,Snow,snow,2013-02-11 11:00:00,,5151
None,29.9,0.0,0.0,90,Fog,fog,2013-02-11 11:00:00,,5152
None,30.9,0.0,0.0,90,Snow,heavy snow,2013-02-11 13:00:00,,5153
None,30.9,0.0,0.0,90,Mist,mist,2013-02-11 13:00:00,,5154
None,30.9,0.0,0.0,90,Fog,fog,2013-02-11 13:00:00,,5155
None,31.6,0.0,0.0,90,Snow,heavy snow,2013-02-11 14:00:00,,5156
None,31.6,0.0,0.0,90,Mist,mist,2013-02-11 14:00:00,,5157
None,31.6,0.0,0.0,90,Snow,snow,2013-02-11 14:00:00,,5158
None,32.3,0.0,0.0,90,Mist,mist,2013-02-11 15:00:00,,5159
None,32.5,0.0,0.0,90,Mist,mist,2013-02-11 16:00:00,,5160
None,32.5,0.0,0.0,90,Drizzle,light intensity drizzle,2013-02-11 16:00:00,,5161
None,32.8,0.0,0.0,90,Rain,light rain,2013-02-11 17:00:00,,5162
None,32.6,0.0,0.0,90,Snow,heavy snow,2013-02-11 18:00:00,,5163
None,32.6,0.0,0.0,90,Rain,light rain,2013-02-11 19:00:00,,5164
None,32.0,0.0,0.0,90,Mist,mist,2013-02-11 20:00:00,,5165
None,31.0,0.0,0.0,90,Mist,mist,2013-02-11 22:00:00,,5166
None,29.8,0.0,0.0,90,Snow,heavy snow,2013-02-11 23:00:00,,5167
None,29.8,0.0,0.0,90,Mist,mist,2013-02-11 23:00:00,,5168
None,29.5,0.0,0.0,90,Snow,heavy snow,2013-02-12 00:00:00,,5169
None,29.0,0.0,0.0,90,Snow,heavy snow,2013-02-12 02:00:00,,5170
None,28.0,0.0,0.0,90,Snow,heavy snow,2013-02-12 04:00:00,,5171
None,24.6,0.0,0.0,90,Mist,mist,2013-02-12 08:00:00,,5172
None,26.0,0.0,0.0,90,Clouds,overcast clouds,2013-02-12 11:00:00,,5173
None,23.7,0.0,0.0,90,Clouds,overcast clouds,2013-02-12 18:00:00,,5174
None,21.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-12 21:00:00,,5175
None,21.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-12 22:00:00,,5176
None,14.6,0.0,0.0,0,Clear,sky is clear,2013-02-13 00:00:00,,5177
None,14.6,0.0,0.0,0,Clear,sky is clear,2013-02-13 01:00:00,,5178
None,14.6,0.0,0.0,0,Clear,sky is clear,2013-02-13 02:00:00,,5179
None,19.4,0.0,0.0,90,Snow,heavy snow,2013-02-13 04:00:00,,5180
None,14.9,0.0,0.0,4,Clear,sky is clear,2013-02-13 05:00:00,,5181
None,24.8,0.0,0.0,40,Clouds,scattered clouds,2013-02-13 10:00:00,,5182
None,31.9,0.0,0.0,20,Clouds,few clouds,2013-02-13 13:00:00,,5183
None,32.6,0.0,0.0,1,Clear,sky is clear,2013-02-13 16:00:00,,5184
None,30.7,0.0,0.0,20,Clouds,few clouds,2013-02-13 17:00:00,,5185
None,27.8,0.0,0.0,20,Clouds,few clouds,2013-02-13 18:00:00,,5186
None,25.6,0.0,0.0,40,Clouds,scattered clouds,2013-02-13 20:00:00,,5187
None,24.4,0.0,0.0,90,Clouds,overcast clouds,2013-02-13 22:00:00,,5188
None,21.8,0.0,0.0,75,Clouds,broken clouds,2013-02-14 01:00:00,,5189
None,21.3,0.0,0.0,75,Clouds,broken clouds,2013-02-14 02:00:00,,5190
None,20.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-14 04:00:00,,5191
None,20.2,0.0,0.0,75,Clouds,broken clouds,2013-02-14 05:00:00,,5192
None,25.6,0.0,0.0,75,Clouds,broken clouds,2013-02-14 10:00:00,,5193
None,33.6,0.0,0.0,75,Clouds,broken clouds,2013-02-14 12:00:00,,5194
None,37.4,0.0,0.0,75,Clouds,broken clouds,2013-02-14 15:00:00,,5195
None,36.6,0.0,0.0,90,Snow,heavy snow,2013-02-14 16:00:00,,5196
None,35.3,0.0,0.0,90,Rain,light rain,2013-02-14 17:00:00,,5197
None,35.3,0.0,0.0,90,Snow,heavy snow,2013-02-14 17:00:00,,5198
None,34.0,0.0,0.0,90,Snow,heavy snow,2013-02-14 18:00:00,,5199
None,33.5,0.0,0.0,90,Rain,light rain,2013-02-14 19:00:00,,5200
None,33.1,0.0,0.0,90,Mist,mist,2013-02-14 20:00:00,,5201
None,33.1,0.0,0.0,90,Snow,snow,2013-02-14 20:00:00,,5202
None,32.5,0.0,0.0,90,Mist,mist,2013-02-14 21:00:00,,5203
None,32.5,0.0,0.0,90,Snow,heavy snow,2013-02-14 22:00:00,,5204
None,32.5,0.0,0.0,90,Fog,fog,2013-02-14 22:00:00,,5205
None,32.4,0.0,0.0,90,Snow,heavy snow,2013-02-14 23:00:00,,5206
None,32.4,0.0,0.0,90,Snow,snow,2013-02-14 23:00:00,,5207
None,32.4,0.0,0.0,90,Fog,fog,2013-02-14 23:00:00,,5208
None,32.1,0.0,0.0,90,Snow,heavy snow,2013-02-15 01:00:00,,5209
None,32.1,0.0,0.0,90,Mist,mist,2013-02-15 01:00:00,,5210
None,30.8,0.0,0.0,90,Mist,mist,2013-02-15 02:00:00,,5211
None,29.4,0.0,0.0,90,Snow,heavy snow,2013-02-15 03:00:00,,5212
None,29.4,0.0,0.0,90,Mist,mist,2013-02-15 03:00:00,,5213
None,28.1,0.0,0.0,90,Clouds,overcast clouds,2013-02-15 04:00:00,,5214
None,26.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-15 05:00:00,,5215
None,24.0,0.0,0.0,40,Clouds,scattered clouds,2013-02-15 07:00:00,,5216
None,24.4,0.0,0.0,40,Mist,mist,2013-02-15 08:00:00,,5217
None,27.2,0.0,0.0,75,Haze,haze,2013-02-15 10:00:00,,5218
None,28.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-15 13:00:00,,5219
None,28.3,0.0,0.0,75,Clouds,broken clouds,2013-02-15 14:00:00,,5220
None,27.5,0.0,0.0,40,Clouds,scattered clouds,2013-02-15 15:00:00,,5221
None,24.6,0.0,0.0,75,Clouds,broken clouds,2013-02-15 17:00:00,,5222
None,22.8,0.0,0.0,75,Clouds,broken clouds,2013-02-15 18:00:00,,5223
None,19.3,0.0,0.0,40,Clouds,scattered clouds,2013-02-15 20:00:00,,5224
None,16.2,0.0,0.0,20,Clouds,few clouds,2013-02-15 22:00:00,,5225
None,14.2,0.0,0.0,1,Clear,sky is clear,2013-02-15 23:00:00,,5226
None,10.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-16 01:00:00,,5227
None,7.5,0.0,0.0,75,Clouds,broken clouds,2013-02-16 04:00:00,,5228
None,6.5,0.0,0.0,75,Clouds,broken clouds,2013-02-16 05:00:00,,5229
None,4.6,0.0,0.0,40,Clouds,scattered clouds,2013-02-16 07:00:00,,5230
None,5.1,0.0,0.0,40,Clouds,scattered clouds,2013-02-16 08:00:00,,5231
None,7.9,0.0,0.0,20,Clouds,few clouds,2013-02-16 09:00:00,,5232
None,10.0,0.0,0.0,20,Clouds,few clouds,2013-02-16 10:00:00,,5233
None,12.2,0.0,0.0,40,Clouds,scattered clouds,2013-02-16 11:00:00,,5234
None,14.4,0.0,0.0,20,Clouds,few clouds,2013-02-16 12:00:00,,5235
None,15.8,0.0,0.0,20,Clouds,few clouds,2013-02-16 13:00:00,,5236
None,16.8,0.0,0.0,1,Clear,sky is clear,2013-02-16 14:00:00,,5237
None,16.9,0.0,0.0,1,Clear,sky is clear,2013-02-16 15:00:00,,5238
None,15.7,0.0,0.0,1,Clear,sky is clear,2013-02-16 17:00:00,,5239
None,11.5,0.0,0.0,1,Clear,sky is clear,2013-02-16 19:00:00,,5240
None,9.7,0.0,0.0,1,Clear,sky is clear,2013-02-16 20:00:00,,5241
None,6.3,0.0,0.0,1,Clear,sky is clear,2013-02-16 22:00:00,,5242
None,2.1,0.0,0.0,1,Clear,sky is clear,2013-02-17 01:00:00,,5243
None,2.3,0.0,0.0,75,Mist,mist,2013-02-17 02:00:00,,5244
None,2.4,0.0,0.0,90,Snow,heavy snow,2013-02-17 05:00:00,,5245
None,2.6,0.0,0.0,90,Mist,mist,2013-02-17 07:00:00,,5246
None,3.2,0.0,0.0,20,Fog,fog,2013-02-17 08:00:00,,5247
None,3.2,0.0,0.0,20,Snow,heavy snow,2013-02-17 08:00:00,,5248
None,8.9,0.0,0.0,75,Haze,haze,2013-02-17 10:00:00,,5249
None,10.7,0.0,0.0,75,Snow,heavy snow,2013-02-17 11:00:00,,5250
None,13.1,0.0,0.0,40,Snow,heavy snow,2013-02-17 12:00:00,,5251
None,15.7,0.0,0.0,20,Clouds,few clouds,2013-02-17 13:00:00,,5252
None,16.9,0.0,0.0,20,Clouds,few clouds,2013-02-17 14:00:00,,5253
None,18.3,0.0,0.0,1,Clear,sky is clear,2013-02-17 15:00:00,,5254
None,17.8,0.0,0.0,20,Clouds,few clouds,2013-02-17 16:00:00,,5255
None,12.7,0.0,0.0,20,Clouds,few clouds,2013-02-17 18:00:00,,5256
None,9.2,0.0,0.0,20,Clouds,few clouds,2013-02-17 19:00:00,,5257
None,6.8,0.0,0.0,1,Clear,sky is clear,2013-02-17 21:00:00,,5258
None,5.3,0.0,0.0,20,Clouds,few clouds,2013-02-17 22:00:00,,5259
None,6.4,0.0,0.0,20,Clouds,few clouds,2013-02-17 23:00:00,,5260
Washingtons Birthday,6.5,0.0,0.0,20,Clouds,few clouds,2013-02-18 00:00:00,,5261
None,7.5,0.0,0.0,20,Clouds,few clouds,2013-02-18 01:00:00,,5262
None,9.4,0.0,0.0,40,Clouds,scattered clouds,2013-02-18 03:00:00,,5263
None,9.3,0.0,0.0,75,Clouds,broken clouds,2013-02-18 04:00:00,,5264
None,9.7,0.0,0.0,1,Clear,sky is clear,2013-02-18 05:00:00,,5265
None,9.9,0.0,0.0,1,Clear,sky is clear,2013-02-18 06:00:00,,5266
None,10.3,0.0,0.0,20,Clouds,few clouds,2013-02-18 07:00:00,,5267
None,16.3,0.0,0.0,40,Clouds,scattered clouds,2013-02-18 09:00:00,,5268
None,20.3,0.0,0.0,40,Clouds,scattered clouds,2013-02-18 10:00:00,,5269
None,27.1,0.0,0.0,75,Clouds,broken clouds,2013-02-18 12:00:00,,5270
None,30.2,0.0,0.0,75,Clouds,broken clouds,2013-02-18 14:00:00,,5271
None,30.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-18 15:00:00,,5272
None,30.8,0.0,0.0,75,Clouds,broken clouds,2013-02-18 16:00:00,,5273
None,29.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-18 18:00:00,,5274
None,29.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-18 19:00:00,,5275
None,28.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-18 20:00:00,,5276
None,28.6,0.0,0.0,75,Clouds,broken clouds,2013-02-19 02:00:00,,5277
None,28.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-19 04:00:00,,5278
None,28.8,0.0,0.0,90,Clouds,overcast clouds,2013-02-19 05:00:00,,5279
None,28.5,0.0,0.0,90,Clouds,overcast clouds,2013-02-19 06:00:00,,5280
None,29.3,0.0,0.0,90,Haze,haze,2013-02-19 08:00:00,,5281
None,32.0,0.0,0.0,90,Mist,mist,2013-02-19 10:00:00,,5282
None,30.8,0.0,0.0,90,Mist,mist,2013-02-19 11:00:00,,5283
None,23.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-19 14:00:00,,5284
None,10.2,0.0,0.0,90,Snow,heavy snow,2013-02-19 21:00:00,,5285
None,10.2,0.0,0.0,90,Mist,mist,2013-02-19 21:00:00,,5286
None,9.2,0.0,0.0,90,Snow,heavy snow,2013-02-19 22:00:00,,5287
None,4.9,0.0,0.0,75,Snow,heavy snow,2013-02-20 04:00:00,,5288
None,4.4,0.0,0.0,75,Haze,haze,2013-02-20 05:00:00,,5289
None,2.0,0.0,0.0,75,Clouds,broken clouds,2013-02-20 07:00:00,,5290
None,1.7,0.0,0.0,75,Snow,heavy snow,2013-02-20 08:00:00,,5291
None,3.6,0.0,0.0,40,Haze,haze,2013-02-20 10:00:00,,5292
None,6.9,0.0,0.0,1,Clear,sky is clear,2013-02-20 13:00:00,,5293
None,7.3,0.0,0.0,1,Clear,sky is clear,2013-02-20 14:00:00,,5294
None,3.0,0.0,0.0,1,Clear,sky is clear,2013-02-20 20:00:00,,5295
None,0.0,0.0,0.0,1,Clear,sky is clear,2013-02-20 23:00:00,,5296
None,-2.1,0.0,0.0,1,Clear,sky is clear,2013-02-21 02:00:00,,5297
None,-4.1,0.0,0.0,1,Clear,sky is clear,2013-02-21 04:00:00,,5298
None,-5.2,0.0,0.0,1,Clear,sky is clear,2013-02-21 05:00:00,,5299
None,-4.3,0.0,0.0,1,Clear,sky is clear,2013-02-21 08:00:00,,5300
None,6.2,0.0,0.0,20,Snow,heavy snow,2013-02-21 11:00:00,,5301
None,9.3,0.0,0.0,1,Clear,sky is clear,2013-02-21 13:00:00,,5302
None,15.7,0.0,0.0,57,Clouds,broken clouds,2013-02-21 15:00:00,,5303
None,15.0,0.0,0.0,1,Clear,sky is clear,2013-02-21 16:00:00,,5304
None,14.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-21 17:00:00,,5305
None,12.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-21 19:00:00,,5306
None,10.4,0.0,0.0,90,Clouds,overcast clouds,2013-02-21 20:00:00,,5307
None,9.3,0.0,0.0,90,Clouds,overcast clouds,2013-02-21 21:00:00,,5308
None,8.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-21 22:00:00,,5309
None,6.6,0.0,0.0,81,Clouds,broken clouds,2013-02-22 00:00:00,,5310
None,4.1,0.0,0.0,75,Clouds,broken clouds,2013-02-22 02:00:00,,5311
None,5.1,0.0,0.0,75,Clouds,broken clouds,2013-02-22 03:00:00,,5312
None,5.2,0.0,0.0,1,Clear,sky is clear,2013-02-22 06:00:00,,5313
None,5.0,0.0,0.0,40,Clouds,scattered clouds,2013-02-22 07:00:00,,5314
None,12.0,0.0,0.0,75,Clouds,broken clouds,2013-02-22 10:00:00,,5315
None,15.0,0.0,0.0,75,Clouds,broken clouds,2013-02-22 11:00:00,,5316
None,19.3,0.0,0.0,75,Clouds,broken clouds,2013-02-22 13:00:00,,5317
None,20.9,0.0,0.0,90,Clouds,overcast clouds,2013-02-22 20:00:00,,5318
None,21.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-22 22:00:00,,5319
None,21.1,0.0,0.0,90,Clouds,overcast clouds,2013-02-22 23:00:00,,5320
None,20.6,0.0,0.0,90,Snow,heavy snow,2013-02-23 02:00:00,,5321
