ID,traffic_volume
5219,5440.865854304976
5220,5942.897223903611
5221,6006.945332494635
5222,6253.282922665158
5223,5092.516712804697
5224,3072.5632256215786
5225,2812.3760793993324
5226,1574.9067896145402
5227,739.427855770176
5228,366.51936055571485
5229,666.2995464940888
5230,2352.4909290723076
5231,2913.4110433384526
5232,3695.956605258935
5233,3912.3631970306865
5234,4457.423688436826
5235,4847.29027019202
5236,4726.867543243591
5237,4888.223715253737
5238,4528.976154224438
5239,4594.196131366351
5240,3524.972707382674
5241,2908.9293544257093
5242,3145.6359172567345
5243,713.6234042098098
5244,549.1503019830964
5245,399.9830241238035
5246,1317.4930334667047
5247,1629.8659575547347
5248,1628.5052622989213
5249,3020.5486483108607
5250,3612.710188820165
5251,3994.43834313837
5252,4054.742234789471
5253,4294.471487325749
5254,4180.390411728122
5255,4384.1560901038765
5256,3577.333116310153
5257,2961.955533194551
5258,2285.24756464828
5259,1985.237138734017
5260,1250.4467795305343
5261,640.2738884255772
5262,287.8911307947949
5263,313.94992032550226
5264,777.6342486893188
5265,2430.317119623567
5266,4939.971960181302
5267,5950.640825543499
5268,4383.492175776515
5269,3742.556183580564
5270,4174.117395027918
5271,4581.266035206157
5272,4686.050727071337
5273,5511.266230560131
5274,3939.175385890961
5275,2729.0830992863957
5276,2389.7178320483554
5277,243.47242001332492
5278,783.4780652908329
5279,2566.788190990437
5280,5520.423092840379
5281,5605.228097726465
5282,4164.214905445239
5283,4475.565835021382
5284,5121.659613748923
5285,2973.3008957404245
5286,2953.3849256108274
5287,2808.7980064136505
5288,759.1437229297576
5289,2528.490605406012
5290,6297.306907474243
5291,5603.5423320368
5292,4209.156168461104
5293,4903.367462730402
5294,5392.66831418427
5295,2781.3228098036593
5296,1029.4535300078285
5297,255.6244790337945
5298,854.5528761658755
5299,2755.5244466518097
5300,5484.29841336712
5301,4630.6562313018385
5302,4906.980651755247
5303,5525.302929512863
5304,6006.0051825730425
5305,5189.669770719105
5306,2866.788837917421
5307,2682.220518052187
5308,2851.957976413866
5309,2415.764459031821
5310,672.9297718557789
5311,272.9767257202224
5312,322.61785377681144
5313,4365.7670350609615
5314,5052.093304945853
5315,3249.95664707237
5316,3436.414816477312
5317,4346.130011566105
5318,2718.065122104747
5319,2723.4593194436447
5320,1578.4575389675601
5321,525.6853466076928
5322,522.0745719965083
5323,338.02446481415905
5324,390.5042333893736
5325,389.0259790379064
5326,390.5042333893736
5327,389.0259790379064
5328,654.5242117221524
5329,656.288665925781
5330,1223.1214085970282
5331,2296.443121680302
5332,2295.2186835784883
5333,2932.2911046246118
5334,2930.9935396398937
5335,2932.2911046246118
5336,3580.08595256307
5337,3741.2760116705645
5338,4623.72862277978
5339,4590.163742344528
5340,4196.0280665021955
5341,3951.768278628032
5342,3015.8543836469435
5343,3326.2149317716453
5344,311.44703198230457
5345,769.7589540938709
5346,1331.3553591988266
5347,1579.4107308237537
5348,1585.5814658683191
5349,3015.3847867548457
5350,3416.7567985616183
5351,3370.7335487143623
5352,4039.1704822062193
5353,4064.128380487368
5354,4273.145240311827
5355,3802.932667108148
5356,2287.0501744342732
5357,1916.5763582159382
5358,1347.6695030222538
5359,212.87677331999674
5360,265.42764298663303
5361,759.307974591826
5362,2401.354825773821
5363,2412.669988181811
5364,2401.354825773821
5365,2400.6576741529834
5366,4934.096180722728
5367,4980.725820728976
5368,4929.615013898418
5369,5508.654477766977
5370,4290.3008734408395
5371,4315.504612132531
5372,4664.944501512598
5373,5106.873145523419
5374,5290.9132339034295
5375,6207.008557333934
5376,4397.585964571009
5377,2423.814187850082
5378,2102.7645511792985
5379,1007.0815250469478
5380,229.4980323778698
5381,5515.374544417963
5382,5422.052210850007
5383,5065.655271975184
5384,4276.5585692386685
5385,4533.278171571898
5386,4833.18902582362
5387,6440.685379142231
5388,6073.254011138831
5389,4794.287721241922
5390,3247.6020622132173
5391,2792.7726451720464
5392,3283.287666065259
5393,2947.4444321763276
5394,1141.799237505337
5395,577.2402008059158
5396,229.09782951528535
5397,294.56369094275084
5398,294.56369094275084
5399,796.2086380074916
5400,796.2086380074916
5401,5753.497150180628
5402,6536.732440026124
5403,6536.732440026124
5404,6140.480007334279
5405,5218.0642868703135
5406,5217.379825932735
5407,4491.768494545062
5408,4677.008194875079
5409,4846.472527937591
5410,5317.929335747888
5411,5780.909528856065
5412,6673.30373939768
5413,6390.900105646171
5414,4937.768834010552
5415,3444.275818598759
5416,2929.5018598890283
5417,2710.495597069477
5418,1997.3474958464815
5419,268.43199796614726
5420,5663.130083937262
5421,5290.663892302402
5422,5624.5025599483315
5423,6076.152518315948
5424,6708.671065347395
5425,6172.009907937435
5426,3529.0062309801983
5427,360.07691836792276
5428,304.1063012597322
5429,5096.822693951373
5430,6106.390398327469
5431,5396.424072661643
5432,4832.15898744078
5433,5661.479881872706
5434,5555.845633806828
5435,6755.039753773922
5436,6174.810277677609
5437,3155.781029888897
5438,678.6914132952083
5439,325.4408180687348
5440,651.9539634026559
5441,2424.428346927109
5442,4045.2162313508675
5443,4560.840809193596
5444,4916.432401612051
5445,4863.1841794012735
5446,3580.5147198534673
5447,3783.3034910464244
5448,550.0593302884183
5449,824.2369707060144
5450,1431.2239506481326
5451,1725.2004905917838
5452,2551.1876247188193
5453,4377.541463185179
5454,3916.6130440805696
5455,2814.3313334992226
5456,2669.2148917754657
5457,2003.7419284340417
5458,228.0880252010853
5459,2380.014738495403
5460,4990.963320717107
5461,4083.242932229024
5462,4488.242165142212
5463,4891.251160341585
5464,5398.351516084908
5465,4990.657158110143
5466,2687.952482947434
5467,2048.019709430179
5468,2057.2219389321876
5469,264.81579238713715
5470,4198.08886130588
5471,4193.962784378237
5472,3256.2024864032323
5473,3518.389236683566
5474,3721.1430924418146
5475,5018.582745246287
5476,2532.9841499847644
5477,2509.1196181985792
5478,2007.0989603078742
5479,1105.3942084510625
5480,1105.5416903361156
5481,1105.3942084510625
5482,282.99740615423684
5483,236.05522167556433
5484,232.13965522532402
5485,800.4235471046713
5486,803.92308383062
5487,2547.2537554679
5488,2542.134282660633
5489,2547.2537554679
5490,6349.3322755980635
5491,5400.952312566077
5492,5285.4241966560285
5493,6698.328560049715
5494,6284.551535134835
5495,4954.359777639844
5496,3418.7690112263417
5497,2847.3773513921237
5498,1358.9858473678407
5499,245.36174194091836
5500,318.29277478051216
5501,2522.4019526160446
5502,5344.82302124451
5503,5024.43150432587
5504,3117.8909389115506
5505,3466.7957455713713
5506,828.2064367885866
5507,301.78039705765013
5508,337.53610079480785
5509,797.766302870593
5510,797.766302870593
5511,2364.7111678090296
5512,5349.432068337385
5513,5664.141432728856
5514,4636.707368497426
5515,5101.598382479913
5516,5714.557628684139
5517,4825.342763539438
5518,3014.5992806103154
5519,3339.268257652117
5520,2026.6301012295696
5521,800.4611306083937
5522,354.3908647728224
5523,1269.906176738769
5524,4292.579484660608
5525,4703.617798611397
5526,4486.575868352168
5527,3057.946801725561
5528,1894.1404794251102
5529,357.2600424311481
5530,373.73345620052606
5531,370.254733846693
5532,408.1124442942819
5533,407.6519067816698
5534,406.50408433877334
5535,756.2997918283471
5536,759.6929237430438
5537,2414.4099261593383
5538,2415.9154348793827
5539,4014.8510920169983
5540,4011.6249598998324
5541,3914.2756398466436
5542,4015.296079833296
5543,4026.089016431776
5544,4029.6356855682084
5545,4116.647127787784
5546,3587.8666512205555
5547,2729.055473929126
5548,3200.336260434125
5549,3200.336260434125
5550,2482.6366648500516
5551,2482.6366648500516
5552,1273.5266980810316
5553,1273.5266980810316
5554,560.6302776584179
5555,559.012118270938
5556,290.14628715357543
5557,288.7784070915627
5558,290.14628715357543
5559,5093.097567996687
5560,6463.836023179748
5561,6244.057953973621
5562,4408.356147580451
5563,1277.627177073092
5564,775.3492858624791
5565,4773.400175883414
5566,5595.8558751384635
5567,6367.93158878119
5568,4537.474179034682
5569,3181.1971539485876
5570,607.0631278365388
5571,793.6021341086039
5572,4426.787822602889
5573,4885.596116379066
5574,4883.165490758891
5575,4631.725549514129
5576,3261.7457730524284
5577,2344.0583541034716
5578,326.0825546440869
5579,739.2918031281635
5580,6838.667891342299
5581,5028.966135264269
5582,4944.201290644615
5583,4984.278556095993
5584,5722.505508767748
5585,761.6794314101978
5586,327.9822782338355
5587,6027.887614176043
5588,5257.889893526751
5589,6253.214387711875
5590,3699.8074193525704
5591,3136.9256349716343
5592,3023.4556315043415
5593,1232.2369365121738
5594,775.2514976911555
5595,364.2629236211475
5596,380.6556285857441
5597,1192.27020965671
5598,1196.779020721959
5599,2272.8969319652642
5600,2265.056090530204
5601,2270.140154851044
5602,3620.878643241225
5603,3617.851003761289
5604,3979.9256745854213
5605,3972.635986103785
5606,4907.975796310256
5607,4862.043587462697
5608,4373.180349107269
5609,3500.3564495536743
5610,3537.3248255486847
5611,3065.2629320982655
5612,3019.722792294411
5613,3340.7920269654214
5614,1364.7794257634725
5615,343.3241361759695
5616,747.0193920306903
5617,4234.761476517879
5618,4345.409119069946
5619,3609.5491612555365
5620,1857.3097140788661
5621,667.638181694043
5622,5028.869231319846
5623,3721.4432054700032
5624,4236.575710159943
5625,3933.723340898264
5626,2725.959219102268
5627,582.8642484383641
5628,282.91370934951095
5629,307.41444968577497
5630,5545.2615099019295
5631,6878.566770222525
5632,6878.954116419356
5633,5002.178246476656
5634,4156.353724592338
5635,4152.6146372240555
5636,4152.6146372240555
5637,4750.663386807676
5638,4736.27382921583
5639,4762.0234037356295
5640,5558.472432384064
5641,4642.184511355931
5642,2495.455911422718
5643,2336.6567426676143
5644,1057.8037869231698
5645,623.3671972600084
5646,300.29596411447005
5647,322.13795644693846
5648,5556.710521864587
5649,7049.381393320997
5650,5052.207660784592
5651,4872.52465131996
5652,4903.068040703599
5653,1937.8507619941265
5654,1129.4492246008238
5655,315.9518009388488
5656,801.6872032736262
5657,2549.9335293126533
5658,5320.342406044242
5659,5841.668400756067
5660,5184.204872730922
5661,4897.304899075712
5662,4899.389936821345
5663,4634.707048436351
5664,3544.4964320460617
5665,3076.552907071332
5666,2645.1654445039244
5667,308.52690512524117
5668,774.1737402738966
5669,2313.5866007648765
5670,5073.827244185815
5671,6253.440339887422
5672,5312.7627263815675
5673,4528.628281895319
5674,5016.166518581365
5675,5338.160970499976
5676,5717.2452322186955
5677,5895.060089319152
5678,5896.456264668436
5679,4856.635920222462
5680,3228.703056436518
5681,1895.7640111879073
5682,1290.2811782375861
5683,346.5138935172507
5684,381.16980519706254
5685,1243.5165784325347
5686,2279.62051422889
5687,3942.6827034301195
5688,4505.021656625961
5689,4906.702895969598
5690,4876.39020866666
5691,4429.341759199695
5692,2966.7365875315418
5693,3294.95589719337
5694,3568.184069265726
5695,812.7491004655653
5696,323.0183952338628
5697,287.97553879927716
5698,424.71239801028753
5699,1392.685098434747
5700,3339.20588096172
5701,3723.5533729094286
5702,4306.681242080533
5703,4396.696508596142
5704,4313.66318917533
5705,4239.911824465214
5706,2756.5624239278536
5707,2566.3190443597787
5708,1014.775237471941
5709,345.9272957477658
5710,262.4836026687367
5711,300.13105660225096
5712,6940.2963034577115
5713,6940.407504276902
5714,5671.658065089383
5715,4732.509588592161
5716,4014.6092613190426
5717,4522.150941201393
5718,5208.515240431155
5719,5680.4139058697165
5720,4131.833084754958
5721,2488.867758181218
5722,1502.8885793174518
5723,232.37464259241233
5724,294.66720434061733
5725,751.2038618489288
5726,2472.0384970120394
5727,5091.065313542343
5728,4139.542967620312
5729,4458.336316766968
5730,4783.153605350549
5731,6260.263767774426
5732,5939.7280016844215
5733,4542.7683241200675
5734,3223.853685035859
5735,2143.6717988522223
5736,994.5580034694973
5737,666.5491938288211
5738,262.14811241941356
5739,330.2611090141882
5740,797.6778930904939
5741,5521.8366383669445
5742,4581.543859546227
5743,4814.889477419119
5744,6345.8183090921575
5745,2972.647989351549
5746,1985.3707572061207
5747,1036.8464442814534
5748,265.6562117181809
5749,328.2950689998799
5750,795.3034987919469
5751,2538.0715183377174
5752,5360.154543432473
5753,5295.393295315957
5754,4936.629142015745
5755,5040.995497499974
5756,6386.559726982325
5757,5839.895763080362
5758,2979.3764353850615
5759,3191.115314575575
5760,2614.5230040397464
5761,1347.6105570913962
5762,370.7706800560665
5763,683.3771536354533
5764,5107.477370118713
5765,4540.474286695117
5766,5020.52898407724
5767,5397.004482510543
5768,6114.666049171111
5769,3558.85023907419
5770,2997.499593099337
5771,2782.4871913329757
5772,1682.0274141156958
5773,1144.5424979000932
5774,644.8154074732477
5775,354.94056374455204
5776,1166.1256708022763
5777,2178.248854094646
5778,2748.093303410779
5779,3574.973939463482
5780,3663.6433154783344
5781,4527.309220323407
5782,4445.325073709384
5783,4082.5355056550748
5784,3375.4728730909264
5785,2185.2690114594693
5786,743.6847301191149
5787,743.6847301191149
5788,575.6021856603185
5789,315.7055389576926
5790,257.2158708371282
5791,339.7195056210943
5792,691.325409548322
5793,686.9841277786268
5794,687.7438323941716
5795,1239.4630798865317
5796,1237.424542039375
5797,3036.493483016511
5798,3453.2122298539934
5799,3800.936372040961
5800,4003.459026418186
5801,4138.391596372054
5802,4160.430526532532
5803,3243.468385540465
5804,2092.382098822838
5805,1203.7774322677087
5806,274.05259526217054
5807,729.0561208351395
5808,731.467125856461
5809,2417.5598878638616
5810,5523.878588599718
5811,4851.8782578698265
5812,4808.515916024033
5813,4746.372825675483
5814,4762.660334923017
5815,6024.447858675264
5816,3224.5676943082935
5817,3001.10029857883
5818,1710.075811606144
5819,588.6227591973294
5820,783.1868540212802
5821,2567.1867236905796
5822,5872.108208544017
5823,5332.510798661162
5824,4704.112800921644
5825,4999.141607253647
5826,4981.917786756081
5827,5347.318474598587
5828,6175.8065002893045
5829,4667.8276812276545
5830,3225.1859525329155
5831,942.1203579456098
5832,606.7048220908596
5833,292.26653692016623
5834,305.7799585643751
5835,2555.474134094581
5836,7129.93224054177
5837,5388.759457643031
5838,5014.925502659425
5839,5068.728532967657
5840,5473.870383641468
5841,5835.827075747237
5842,2446.4143004265966
5843,1802.5623714086184
5844,1003.3811158594814
5845,647.6119433261536
5846,253.9263210605925
5847,798.8126877028659
5848,5410.407662838802
5849,6962.427697989598
5850,5943.309294239774
5851,5234.287210188976
5852,4446.100178510175
5853,5119.671562081297
5854,5068.203944282279
5855,5540.590761679544
5856,6328.784879731042
5857,5805.811980277289
5858,4363.946412672239
5859,3251.9938806567015
5860,2732.4754571231665
5861,2869.2052664618623
5862,1490.1145097652939
5863,787.091820611382
5864,371.1166882346352
5865,326.67342053570053
5866,340.8044746052219
5867,781.4050458884168
5868,2412.907781216119
5869,5284.106198271964
5870,5108.640989289906
5871,5848.995884435214
5872,5896.775408230616
5873,5907.973548131309
5874,2991.3047579864237
5875,3095.13683420985
5876,2939.8008485661617
5877,612.6743071188952
5878,339.0714568787657
5879,646.3504341338052
5880,2316.135596016047
5881,3885.9001497149275
5882,4710.304774029195
5883,4723.011747684173
5884,4516.350558130007
5885,4444.237003917837
5886,4360.640548998002
5887,4368.422978337732
5888,4359.842151944054
5889,4303.167036880213
5890,4305.43405752832
5891,4297.976639508745
5892,3362.8999533091255
5893,3354.637403285175
5894,2741.4458925219346
5895,4208.804214319638
5896,2355.3352774510836
5897,739.3223592753159
5898,556.3176341791684
5899,332.5041611107934
5900,382.8279188881499
5901,1341.8068383314321
5902,1707.8144038150187
5903,2595.946842749974
5904,3242.043387533454
5905,3707.7535340839154
5906,4175.680301745296
5907,4222.72760810521
5908,4076.686494661539
5909,4140.079845382175
5910,4155.280138807074
5911,4149.490903274054
5912,4022.8030457654636
5913,4014.8221143378983
5914,3838.705989749347
5915,3848.873722762533
5916,3056.03973752799
5917,2832.9701548378102
5918,2780.033838203767
5919,2516.5261885321906
5920,593.4080632365349
5921,237.88576330250334
5922,736.2964733299227
5923,5676.412786759885
5924,6074.884827329894
5925,4279.118541230081
5926,4596.754061387716
5927,4805.666050135711
5928,4786.012705133762
5929,5205.647254735164
5930,5463.146021899664
5931,6231.2494738378855
5932,5904.256531977322
5933,2941.111743851252
5934,2262.186744795127
5935,1550.3416606158248
5936,1555.8143863823673
5937,1076.2860590616062
5938,1075.6813126855259
5939,575.0576324537003
5940,257.5654941583075
5941,258.8244960230917
5942,258.8244960230917
5943,278.5235671573686
5944,748.2295229406365
5945,746.637026279745
5946,2580.089711222152
5947,2579.3579576946577
5948,5820.955103219541
5949,5817.968490995312
5950,7241.58520110184
5951,6051.829961687681
5952,4354.894484339533
5953,4732.539868102709
5954,4907.01425285003
5955,5280.786359426036
5956,5732.078972592955
5957,5738.937099035931
5958,4988.075739717455
5959,3478.7970247874277
5960,3114.3164474376013
5961,1257.0492487360302
5962,557.3044353723739
5963,254.2396951152564
5964,288.3467310082267
5965,749.1117008907455
5966,5607.8834898518435
5967,7045.612638590392
5968,6233.677198534132
5969,4363.266938550196
5970,4364.8911136227625
5971,4622.773447441681
5972,4750.537675754731
5973,4756.251428369549
5974,4827.658802324813
5975,5217.843625262648
5976,4616.844777706149
5977,2802.560448769358
5978,2620.726402502109
5979,1960.570266195847
5980,1004.8149072086167
5981,241.21503689704684
5982,240.95076876669668
5983,241.21503689704684
5984,240.95076876669668
5985,246.7089330568975
5986,197.40796557303955
5987,194.76413748434717
5988,689.21611908824
5989,6306.807155956893
5990,4968.449793039509
5991,4470.821050082257
5992,4199.863832529016
5993,4229.503044941481
5994,5520.861233971164
5995,3805.5139120090234
5996,2914.3607604155827
5997,2705.6087013815036
5998,2498.796718772705
5999,1269.6340830949732
6000,310.72593363739713
6001,290.43138787404604
6002,746.0275769151576
6003,2361.5587935979806
6004,2361.5587935979806
6005,5078.415137866236
6006,5079.974490533439
6007,6004.161784075422
6008,5214.7708516687
6009,4480.619674374292
6010,4480.619674374292
6011,5349.322218159169
6012,5369.239191232693
6013,5687.346568571193
6014,5943.086608721806
6015,6515.527005739336
6016,6515.527005739336
6017,6063.870477093177
6018,4903.7738539565535
6019,3011.905091087166
6020,2970.3341369910218
6021,2931.3763671783804
6022,1655.7131077950678
6023,1177.4334875061304
6024,1174.7384593097736
6025,659.2397908704954
6026,658.890900048344
6027,518.354245023683
6028,360.7942541478545
6029,361.5038202571773
6030,360.7942541478545
6031,368.3440239276629
6032,366.8453837501473
6033,687.2844242362914
6034,2476.5590681912586
6035,2965.5705461398197
6036,3697.8805948495155
6037,4157.728302655317
6038,5258.30563543483
6039,4981.716947632797
6040,4772.678005647789
6041,4351.754864622812
6042,3441.7466345639295
6043,3435.1281616554074
6044,2077.0542037470864
6045,961.5039606486635
6046,657.5485329615606
6047,533.9839794351068
6048,531.3144071765931
6049,268.73518914591455
6050,427.0821264052878
6051,788.1313090949875
6052,788.1929531366761
6053,1356.8934892121413
6054,1357.6244995324034
6055,3175.9536610947616
6056,3341.83596004904
6057,3477.0546777383606
6058,3397.918451805195
6059,3053.266904953241
6060,2556.371528746642
6061,262.6079310990723
6062,237.38588252929995
6063,292.8840181195196
6064,753.6835609059505
6065,2557.8803773221443
6066,7126.747395228185
6067,4806.802898369578
6068,4806.071491990494
6069,5229.3486969017495
6070,5230.352023982609
6071,5693.396239255967
6072,5703.799374304585
6073,6596.250675894729
6074,6279.929911472685
6075,6265.00821341255
6076,4610.490303248574
6077,3021.763562069614
6078,3022.4766098486275
6079,2546.4611201586017
6080,2295.941063459054
6081,983.8509576038265
6082,236.21448792214127
6083,294.89552907192694
6084,763.3657920523475
6085,5869.388983452913
6086,7011.196004478058
6087,5957.223792682978
6088,5251.726865161423
6089,4374.639280149486
6090,4653.5763049612215
6091,4895.0716586597155
6092,5723.633525328332
6093,6557.128642013666
6094,4655.834375968319
6095,558.606649739527
6096,269.75172553610236
6097,243.99797490179708
6098,326.12415399107323
6099,807.1941578430572
6100,2720.980294154613
6101,6175.937963845082
6102,7389.690744507283
6103,6241.092865627886
6104,4766.136278107619
6105,4952.808687288074
6106,5012.008223471805
6107,5377.883779121508
6108,6557.009805202531
6109,6186.136751204412
6110,3038.562844972598
6111,1807.259309833796
6112,680.0015377220687
6113,284.6705591378233
6114,5750.474456255698
6115,4918.718657160015
6116,4371.411304074086
6117,4568.422086221611
6118,4701.5187222579925
6119,5275.740170962638
6120,2854.7664173310077
6121,1854.147855463255
6122,1864.6615727846254
6123,1854.147855463255
6124,1647.264810624203
6125,1722.7772270424775
6126,1726.0712740931435
6127,1726.0712740931435
6128,1722.008083657398
6129,1720.9145090256216
6130,1055.245797407068
6131,1047.7639658263097
6132,1044.031048921823
6133,1052.9070842540511
6134,1052.9070842540511
6135,612.5901226801031
6136,277.8225947020548
6137,276.65123066564496
6138,267.7109010766848
6139,269.84510928141225
6140,269.3951451064854
6141,282.4893957527803
6142,2342.5380571655446
6143,4947.568626950065
6144,4944.506206159563
6145,4605.326442027158
6146,3881.0049275317747
6147,4637.242281616558
6148,4752.17451128454
6149,4748.943515024752
6150,4748.943515024752
6151,5142.842219656685
6152,5142.842219656685
6153,5139.139503644807
6154,5430.421985159192
6155,5424.662977332659
6156,5424.662977332659
6157,5430.421985159192
6158,5981.519720723613
6159,5953.946513172204
6160,5824.264903056481
6161,5830.230766642832
6162,4746.8007084270275
6163,3692.008490383497
6164,3672.841733367731
6165,3218.9450409184724
6166,3226.1174494067122
6167,3226.1174494067122
6168,3218.9450409184724
6169,3205.759641705458
6170,1971.5417388681324
6171,1966.1480337861676
6172,1213.4721480077949
6173,1212.192571799089
6174,686.5691532566252
6175,546.0929609129788
6176,367.15237552730815
6177,383.8495157938174
6178,1463.6785136746366
6179,2509.5815815069195
6180,2857.023433886008
6181,3584.458289537954
6182,3581.474228922231
6183,4109.152618816496
6184,4569.0056104919
6185,5065.5346844044425
6186,4904.319375426021
6187,4737.734000106089
6188,3606.3793314809045
6189,3153.1650336052703
6190,1253.2849322866002
6191,735.887374384586
6192,609.2191797116564
6193,335.3788146384228
6194,280.6973843418971
6195,864.5810544592499
6196,3205.736789833849
6197,3667.6946632476024
6198,4246.749384681739
6199,4372.213043245435
6200,4441.854869949891
6201,3920.2257695016733
6202,3286.9621062199367
6203,3039.730914792764
6204,1939.8340596308542
6205,1300.8469260859147
6206,664.83798682182
6207,288.31405868838795
6208,233.32631570948735
6209,291.17420301400557
6210,776.1010956978155
6211,2603.588335101382
6212,5811.2137218471435
6213,5805.942107309555
6214,6095.295260880222
6215,4859.21193809529
6216,4185.737176294569
6217,4661.961325898397
6218,5306.440050051569
6219,5943.163664929391
6220,5520.791803787838
6221,3807.0557159976056
6222,3796.9454241183275
6223,2401.8562198333566
6224,2402.6136227878164
6225,973.1228076948739
6226,521.4938113480904
6227,209.17435869735996
6228,732.7861537243829
6229,2507.1083682186095
6230,5510.755722519725
6231,5855.983363173863
6232,4145.795040873043
6233,4775.974595955931
6234,4758.546131473341
6235,5083.862017326239
6236,5451.433852209344
6237,5455.290905713792
6238,6352.9710816718425
6239,6352.9710816718425
6240,4586.89955351463
6241,4603.144843154403
6242,4586.89955351463
